Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,50.150001525878906,50.439998626708984,49.65999984741211,49.810001373291016,35.91557693481445,3716000
2010-01-05,49.630001068115234,49.689998626708984,48.52000045776367,48.630001068115234,35.064727783203125,5941900
2010-01-06,48.2599983215332,48.38999938964844,47.349998474121094,47.939998626708984,34.56719970703125,10124500
2010-01-07,47.81999969482422,48.849998474121094,47.81999969482422,48.630001068115234,35.064727783203125,4901600
2010-01-08,48.650001525878906,48.7599983215332,48.06999969482422,48.560001373291016,35.014259338378906,3933100
2010-01-11,48.70000076293945,48.84000015258789,48.099998474121094,48.540000915527344,34.99982452392578,3058500
2010-01-12,48.9900016784668,49.38999938964844,48.599998474121094,48.849998474121094,35.223350524902344,5147300
2010-01-13,48.93000030517578,49.33000183105469,48.83000183105469,49.02000045776367,35.345924377441406,3462400
2010-01-14,48.93000030517578,49.400001525878906,48.72999954223633,49.279998779296875,35.53339767456055,2656300
2010-01-15,49.11000061035156,49.459999084472656,48.2599983215332,48.790000915527344,35.18009567260742,4252500
2010-01-19,48.75,49.599998474121094,48.43000030517578,49.43000030517578,35.64155960083008,3349400
2010-01-20,49.2599983215332,49.70000076293945,48.54999923706055,48.93000030517578,35.28104019165039,3433400
2010-01-21,48.790000915527344,49.08000183105469,48.029998779296875,48.95000076293945,35.295448303222656,5942700
2010-01-22,48.810001373291016,49.63999938964844,48.20000076293945,48.310001373291016,34.833980560302734,6885300
2010-01-25,48.83000183105469,49.11000061035156,47.95000076293945,48.88999938964844,35.2522087097168,4768100
2010-01-26,50.54999923706055,51.130001068115234,50.150001525878906,50.22999954223633,36.218406677246094,8489000
2010-01-27,50.290000915527344,50.90999984741211,50.029998779296875,50.900001525878906,36.701507568359375,4662400
2010-01-28,51.06999969482422,51.06999969482422,49.97999954223633,50.27000045776367,36.24724578857422,4554800
2010-01-29,50.29999923706055,50.9900016784668,50.09000015258789,50.66999816894531,36.5356559753418,4484800
2010-02-01,50.95000076293945,50.95000076293945,50.220001220703125,50.689998626708984,36.55008316040039,4302600
2010-02-02,50.599998474121094,51.18000030517578,50.2599983215332,51.09000015258789,36.8385124206543,5640200
2010-02-03,50.459999084472656,50.95000076293945,50.279998779296875,50.56999969482422,36.463565826416016,3978800
2010-02-04,50.27000045776367,50.7400016784668,49.689998626708984,49.72999954223633,35.85788345336914,6662500
2010-02-05,49.61000061035156,50.5,49.2400016784668,50.279998779296875,36.25445556640625,6746400
2010-02-08,50.18000030517578,50.290000915527344,49.0099983215332,49.04999923706055,35.36757278442383,5193700
2010-02-09,49.540000915527344,49.75,48.880001068115234,49.56999969482422,35.74251174926758,5355400
2010-02-10,49.650001525878906,49.90999984741211,49.25,49.689998626708984,35.82905197143555,4619400
2010-02-11,49.61000061035156,50.27000045776367,49.2599983215332,50.20000076293945,36.196773529052734,4639300
2010-02-12,49.77000045776367,50.4900016784668,49.279998779296875,50.45000076293945,36.37703323364258,5810400
2010-02-16,50.59000015258789,51.61000061035156,50.2599983215332,51.61000061035156,37.21345520019531,5379100
2010-02-17,51.709999084472656,51.91999816894531,51.16999816894531,51.75,37.31440353393555,4512800
2010-02-18,51.650001525878906,52.880001068115234,51.599998474121094,52.7400016784668,38.02824401855469,4577600
2010-02-19,52.689998626708984,53.130001068115234,52.560001373291016,52.880001068115234,38.129188537597656,5437300
2010-02-22,53.0,53.290000915527344,52.7599983215332,53.040000915527344,38.244564056396484,4457700
2010-02-23,52.72999954223633,53.41999816894531,52.31999969482422,52.36000061035156,37.75424575805664,6511900
2010-02-24,52.4900016784668,52.970001220703125,52.400001525878906,52.790000915527344,38.064300537109375,6050600
2010-02-25,52.119998931884766,52.880001068115234,52.119998931884766,52.75,38.035457611083984,5101400
2010-02-26,52.790000915527344,52.9900016784668,52.31999969482422,52.59000015258789,37.920082092285156,7398500
2010-03-01,52.7599983215332,53.41999816894531,52.7599983215332,53.08000183105469,38.273406982421875,4330200
2010-03-02,53.220001220703125,53.439998626708984,52.90999984741211,53.290000915527344,38.424808502197266,3619600
2010-03-03,53.43000030517578,53.720001220703125,53.119998931884766,53.119998931884766,38.3022346496582,3892900
2010-03-04,53.27000045776367,53.619998931884766,53.029998779296875,53.54999923706055,38.6122932434082,3911600
2010-03-05,53.849998474121094,53.970001220703125,53.45000076293945,53.939998626708984,38.893516540527344,4259700
2010-03-08,53.45000076293945,53.9900016784668,53.40999984741211,53.79999923706055,39.03135681152344,3145000
2010-03-09,53.959999084472656,54.20000076293945,53.439998626708984,53.56999969482422,38.86448669433594,5107400
2010-03-10,53.560001373291016,53.779998779296875,52.599998474121094,52.88999938964844,38.371150970458984,5891200
2010-03-11,52.880001068115234,53.65999984741211,52.79999923706055,53.619998931884766,38.900760650634766,4085400
2010-03-12,53.84000015258789,54.0,53.0,53.15999984741211,38.5670280456543,4490200
2010-03-15,52.9900016784668,53.060001373291016,52.279998779296875,52.72999954223633,38.255088806152344,4929600
2010-03-16,52.7400016784668,52.959999084472656,52.4900016784668,52.849998474121094,38.342132568359375,4126300
2010-03-17,53.11000061035156,53.540000915527344,52.849998474121094,52.9900016784668,38.443702697753906,5519100
2010-03-18,53.08000183105469,53.709999084472656,52.95000076293945,53.380001068115234,38.726646423339844,4113000
2010-03-19,53.459999084472656,53.599998474121094,52.779998779296875,53.459999084472656,38.78467559814453,13199100
2010-03-22,53.29999923706055,53.58000183105469,53.18000030517578,53.38999938964844,38.73388671875,3817700
2010-03-23,53.54999923706055,53.900001525878906,53.349998474121094,53.900001525878906,39.10389709472656,3244300
2010-03-24,53.86000061035156,54.2599983215332,53.70000076293945,54.060001373291016,39.219974517822266,3218200
2010-03-25,54.29999923706055,54.5,54.0099983215332,54.08000183105469,39.23448181152344,4123700
